,GEO_CODE,One person household\ Aged 65 and over,One person household\ Aged 0 to 64,One family only\ All aged 65 and over,One family only\ Lone parent\ All children non-dependent,One family only\ Couple family\ No children,One family only\ Couple family\ With dependent children,One family only\ Couple family\ All children non-dependent,One family only\ Lone parent\ With dependent children,Other household types\ Other (including all full-time students and all aged 65 and over)
540,S01000516,35,23,22,3,54,79,25,5,5
541,S01000505,27,29,28,5,65,90,25,10,10
542,S01000523,52,43,23,10,59,66,31,32,6
543,S01000524,17,17,22,6,56,72,20,6,18
544,S01000543,51,31,28,7,56,88,31,21,11
545,S01000530,16,12,18,5,44,50,26,4,7
546,S01000547,45,25,26,15,39,48,24,7,7
547,S01000533,59,35,33,10,53,72,31,13,11
548,S01000527,18,20,20,5,61,60,32,7,4
549,S01000537,11,22,23,5,51,47,36,2,11
550,S01000567,59,57,31,8,55,56,29,26,15
551,S01000565,51,41,28,5,58,66,18,24,13
552,S01000568,35,22,27,7,40,65,13,5,8
553,S01000552,18,13,27,4,54,56,29,1,2
554,S01000558,30,34,31,6,47,43,15,5,10
555,S01000561,183,89,46,5,86,70,24,18,24
556,S01000553,45,30,62,9,72,92,36,18,11
557,S01000549,19,25,27,4,78,147,50,8,9
558,S01000550,9,2,19,0,43,80,20,3,3
559,S01000554,18,35,6,10,48,96,18,51,16
560,S01000556,32,35,27,10,53,84,38,43,9
561,S01000560,51,74,21,18,85,98,40,40,13
562,S01000562,97,85,30,13,75,80,34,28,16
563,S01000563,68,124,24,10,42,36,17,20,15
564,S01000559,74,47,39,14,42,46,22,15,16
565,S01000557,71,33,48,19,69,68,35,17,15
566,S01000566,37,71,25,16,63,68,26,29,18
567,S01000564,46,119,16,16,48,77,18,49,30
568,S01000580,18,36,20,3,83,89,11,6,8
569,S01005103,34,50,33,11,109,86,22,10,15
570,S01000599,49,37,51,10,73,81,28,10,9
571,S01000591,52,26,21,5,64,62,30,8,6
572,S01000581,34,19,37,7,56,79,26,9,9
573,S01001221,18,17,10,7,46,68,22,9,4
574,S01000601,41,58,37,8,103,97,37,10,17
575,S01000602,40,28,33,12,58,65,29,7,14
576,S01000598,18,39,13,2,51,57,15,7,9
577,S01000600,42,26,29,2,79,82,34,3,9
578,S01000603,27,30,33,5,81,91,32,12,6
579,S01000594,22,16,17,4,49,69,19,1,13
580,S01000593,23,29,23,3,56,59,24,5,8
581,S01000582,24,38,12,9,48,84,24,35,9
582,S01000586,35,35,22,13,60,87,35,13,9
583,S01000570,83,49,63,10,67,75,35,13,19
584,S01000569,53,36,57,8,62,61,26,16,10
585,S01000572,29,21,44,10,63,85,34,11,8
586,S01000573,6,16,15,2,46,88,21,10,2
587,S01000576,22,17,29,4,82,67,25,4,5
588,S01000574,68,21,75,8,71,53,35,5,15
589,S01000579,27,22,17,6,68,79,24,11,10
590,S01000577,35,12,32,5,42,61,19,13,8
591,S01000578,43,18,46,7,56,71,29,13,4
592,S01000571,152,72,56,9,59,42,18,18,12
593,S01000575,81,24,44,9,56,53,18,6,16
594,S01000583,28,34,21,11,64,93,25,24,3
595,S01000584,68,63,35,19,43,69,24,37,14
596,S01000587,68,38,38,5,62,59,31,15,12
597,S01000585,104,61,44,16,76,76,34,27,12
598,S01000592,45,34,54,18,89,80,38,12,9
599,S01000588,42,37,23,7,44,53,28,17,9
600,S01000590,42,42,45,8,65,73,20,10,10
601,S01000589,70,33,43,7,52,61,22,7,5
602,S01000596,20,20,36,8,82,104,42,10,13
603,S01000597,42,24,55,13,82,119,34,20,12
604,S01000595,57,18,34,16,50,102,25,15,8
605,S01000637,12,29,15,5,64,60,25,12,7
606,S01000616,30,72,42,2,117,85,17,11,18
607,S01000638,11,21,33,4,70,41,14,3,5
608,S01000633,6,25,12,1,43,88,29,9,8
609,S01000629,18,18,9,5,41,83,14,5,8
610,S01000617,54,17,43,16,60,57,25,3,4
611,S01000619,30,28,29,8,59,84,19,18,10
612,S01000611,60,53,23,12,41,50,16,33,8
613,S01000609,80,102,40,15,61,74,23,76,12
614,S01000604,28,33,39,6,85,125,46,13,7
615,S01000607,58,23,67,6,75,60,26,22,11
616,S01000605,50,29,36,8,55,92,23,8,10
617,S01000613,101,93,41,10,78,88,37,20,12
618,S01000621,138,99,66,12,83,75,21,20,17
619,S01000612,116,164,41,10,83,71,24,21,15
620,S01000606,87,94,22,12,50,53,15,45,15
621,S01000608,79,190,36,19,80,50,23,33,29
622,S01000610,125,112,38,17,57,41,5,29,19
623,S01000615,173,108,47,8,56,37,15,14,11
624,S01000618,83,14,48,8,74,64,36,7,9
625,S01000624,41,39,30,8,43,47,22,19,13
626,S01000631,32,61,30,13,41,53,22,26,8
627,S01000623,40,21,27,19,41,78,16,26,18
628,S01000625,48,68,15,9,40,55,18,43,4
629,S01000628,27,47,21,12,49,33,19,24,11
630,S01000622,17,41,5,8,29,58,8,35,11
631,S01000620,51,112,27,26,50,51,24,78,18
632,S01000626,21,51,8,18,45,68,27,58,12
633,S01000634,43,47,30,15,64,62,31,41,14
634,S01000627,55,66,28,12,75,94,27,25,17
635,S01000630,53,51,36,5,75,46,30,31,11
636,S01000635,22,15,17,8,57,78,26,20,5
637,S01000645,41,56,24,12,92,83,25,17,17
638,S01000674,61,80,42,6,90,91,24,18,14
639,S01000678,58,56,39,14,69,101,39,25,12
640,S01000681,89,146,28,10,63,51,13,40,11
641,S01000682,69,102,21,6,50,36,7,23,15
642,S01000679,72,89,21,15,47,53,19,41,11
643,S01000680,71,97,34,16,61,63,11,20,17
644,S01000683,31,48,21,8,57,47,12,15,8
645,S01000685,77,77,52,11,71,61,27,18,8
646,S01000684,142,99,33,21,50,28,13,27,10
647,S01000686,81,84,26,15,65,58,20,20,11
648,S01000688,47,44,35,6,65,70,27,15,13
649,S01000687,54,44,42,20,53,60,32,33,13
650,S01000690,35,24,50,7,76,83,23,11,5
651,S01000691,63,46,32,11,68,64,28,29,8
652,S01000700,27,21,18,16,72,97,29,41,8
653,S01000694,57,70,24,3,49,73,19,21,8
654,S01000697,27,22,24,11,40,49,14,9,7
655,S01000705,55,39,44,12,97,128,33,13,14
656,S01000707,20,37,13,7,74,55,13,7,5
657,S01000706,34,32,35,7,87,96,19,12,8
658,S01000642,47,47,23,9,76,77,30,14,8
659,S01000664,38,53,33,11,85,65,24,15,13
660,S01000689,19,28,21,6,56,73,13,7,11
661,S01000677,74,92,43,6,74,65,20,22,10
662,S01000701,64,30,54,7,96,88,26,7,4
663,S01000692,54,119,29,8,62,54,15,34,10
664,S01000693,103,122,41,13,74,63,15,42,14
665,S01000695,36,54,28,7,65,67,28,26,7
666,S01000699,43,31,30,11,40,53,23,17,7
667,S01000696,94,83,32,8,66,56,19,14,10
668,S01000698,64,32,30,7,59,55,17,25,6
669,S01000702,37,35,34,4,52,55,12,6,3
670,S01000703,66,35,44,12,56,79,18,16,4
671,S01000632,16,32,17,3,60,59,26,10,9
672,S01000641,54,24,40,7,61,96,20,10,7
673,S01000643,27,32,23,5,53,62,24,11,5
674,S01000644,40,27,35,8,68,75,15,10,8
675,S01000640,24,28,28,4,82,59,22,5,8
676,S01000665,62,35,39,4,74,52,25,7,7
677,S01000662,19,23,18,2,53,60,21,6,8
678,S01000663,40,40,32,16,50,70,21,13,9
679,S01000639,36,41,23,8,72,51,19,16,5
680,S01000660,69,26,61,8,102,80,35,4,11
681,S01000661,74,102,46,8,61,65,15,14,7
682,S01000659,97,71,57,7,110,92,34,14,13
683,S01000657,105,67,33,12,39,55,23,23,12
684,S01000655,45,75,29,11,62,66,23,43,16
685,S01000656,60,92,31,19,65,52,19,31,16
686,S01000658,55,65,15,9,44,43,19,25,9
687,S01000651,73,46,41,15,59,61,16,31,13
688,S01000653,144,76,53,13,70,67,22,29,11
689,S01000648,59,82,36,5,62,81,20,52,15
690,S01000646,57,32,47,9,85,80,30,12,4
691,S01000650,49,21,33,17,55,63,31,17,12
692,S01000647,42,38,40,16,70,81,36,26,17
693,S01000652,71,30,43,12,74,77,21,9,6
694,S01000654,62,62,27,17,54,77,34,31,18
695,S01000614,44,38,33,7,63,66,19,21,10
696,S01000636,15,26,14,7,50,56,16,7,6
697,S01000649,22,28,23,4,70,55,17,11,7
698,S01000666,29,25,21,6,33,58,22,6,4
699,S01000676,16,33,30,6,48,47,10,11,8
700,S01000667,71,79,47,6,92,82,35,17,12
701,S01000668,71,74,43,15,50,79,16,57,12
702,S01000670,38,27,26,11,52,55,17,16,8
703,S01000672,44,34,26,5,48,68,15,24,4
704,S01000669,121,85,36,7,51,58,13,21,18
705,S01000671,53,35,30,6,50,56,20,7,7
706,S01000673,35,17,35,8,73,76,26,14,8
707,S01000675,47,24,41,8,63,82,12,7,9
708,S01000708,17,29,18,4,61,58,22,6,7
709,S01000710,36,68,36,11,114,111,34,21,9
710,S01000704,27,38,28,4,79,80,27,13,12
711,S01000709,95,33,78,11,82,69,14,15,10
712,S01000831,91,71,34,17,60,73,23,21,29
713,S01000830,53,45,32,10,72,52,22,18,14
714,S01000832,69,76,35,10,87,92,22,17,24
715,S01000809,56,52,19,4,60,37,10,10,18
716,S01000820,39,35,30,4,74,52,12,7,9
717,S01000811,32,30,22,5,82,93,24,10,18
718,S01000810,31,24,27,7,60,71,22,4,6
719,S01000812,55,55,27,7,43,41,13,17,18
720,S01000813,15,34,24,4,60,98,19,16,9
721,S01000814,13,25,16,22,44,94,16,61,20
722,S01000817,55,38,24,21,56,75,36,16,23
723,S01000815,94,65,15,6,34,46,5,39,12
724,S01000816,65,152,17,6,48,19,9,17,24
725,S01000818,59,96,20,4,81,62,17,9,23
726,S01000822,40,37,18,11,54,54,20,18,13
727,S01000821,61,94,40,15,63,67,15,21,22
728,S01000823,44,39,26,16,35,58,9,18,11
729,S01000825,43,34,39,5,76,51,23,7,21
730,S01000826,44,27,17,14,47,67,34,14,22
731,S01000828,50,32,32,12,77,103,18,8,12
732,S01000829,55,28,43,5,58,49,21,7,14
733,S01000827,44,28,39,14,61,72,14,6,9
734,S01000824,54,32,25,9,50,57,18,18,15
735,S01000808,37,48,28,4,76,69,16,6,18
736,S01000819,46,59,39,9,95,70,19,9,15
737,S01000806,70,59,38,8,95,69,23,8,15
738,S01000807,53,53,28,6,61,66,23,13,20
739,S01000802,55,48,39,7,83,58,14,26,15
740,S01000793,13,48,15,8,43,83,18,26,12
741,S01000803,63,78,35,5,98,85,30,15,17
742,S01000801,23,36,21,9,77,59,15,14,12
743,S01000795,55,46,36,14,61,69,22,26,18
744,S01000794,83,68,31,19,78,68,17,29,14
745,S01000791,40,41,21,11,59,54,13,25,12
746,S01000789,64,53,28,12,59,52,17,10,10
747,S01000763,53,47,36,7,72,89,22,12,19
748,S01000725,35,42,24,5,63,70,25,8,14
749,S01000739,68,90,32,7,59,72,16,19,13
750,S01000738,56,43,29,20,47,43,20,9,11
751,S01000755,52,68,20,13,68,76,19,9,17
752,S01000726,69,66,46,7,75,53,12,19,22
753,S01000723,33,21,19,8,53,49,18,5,12
754,S01000724,73,57,29,12,71,85,13,25,19
755,S01000722,79,68,22,13,45,75,14,33,23
756,S01000721,55,40,25,12,52,59,19,6,15
757,S01000720,65,37,54,10,86,65,27,13,13
758,S01000714,40,44,27,12,66,85,28,10,18
759,S01000711,31,23,29,15,46,62,17,7,9
760,S01000719,41,36,52,8,47,59,15,13,11
761,S01000717,113,115,33,9,47,70,13,56,28
762,S01000718,70,59,41,13,66,81,27,34,31
763,S01000716,30,160,13,7,42,26,4,31,18
764,S01000715,116,69,34,11,48,43,10,20,13
765,S01000713,37,17,39,15,53,79,41,11,17
766,S01000712,55,33,38,11,54,40,18,8,9
767,S01000737,101,83,31,8,39,35,5,19,11
768,S01000736,97,57,61,5,71,58,11,15,10
769,S01000734,54,28,56,8,78,72,21,13,27
770,S01000728,87,46,39,9,70,63,26,8,11
771,S01000735,76,55,28,8,44,36,8,12,7
772,S01000731,76,93,12,15,17,41,6,27,12
773,S01000732,83,107,25,6,35,29,10,17,9
774,S01000733,124,117,52,7,61,42,15,27,13
775,S01000729,57,50,28,11,41,54,7,10,6
776,S01000727,61,28,29,9,32,72,16,16,8
777,S01000730,39,66,9,11,35,44,9,32,5
778,S01000740,83,70,71,10,84,54,15,12,19
779,S01000787,37,33,29,4,52,46,20,7,9
780,S01000742,48,27,50,7,44,36,15,10,9
781,S01000741,90,56,59,6,79,79,36,17,18
782,S01000745,39,66,30,5,39,79,28,14,15
783,S01000800,86,90,55,8,99,63,31,17,21
784,S01000757,52,23,62,12,60,53,12,11,12
785,S01000759,76,50,51,11,85,87,14,40,28
786,S01000785,58,45,50,15,69,62,17,18,19
787,S01000805,73,48,54,12,88,54,20,12,22
788,S01000804,53,54,18,9,104,101,35,13,18
789,S01000756,111,73,52,17,88,77,25,20,20
790,S01000754,49,39,43,7,46,51,18,11,15
791,S01000750,76,47,43,10,61,58,13,2,17
792,S01000752,93,62,44,18,46,80,22,65,18
793,S01000748,91,71,30,7,29,33,5,41,16
794,S01000747,52,64,23,10,44,45,10,12,14
795,S01000749,26,50,10,14,23,40,8,42,14
796,S01000746,58,102,28,12,56,50,24,19,15
797,S01000744,66,115,21,16,50,55,11,29,13
798,S01000743,62,26,50,5,74,47,15,6,12
799,S01000761,47,30,40,2,61,52,13,4,15
800,S01000760,25,31,11,8,43,56,17,16,17
801,S01000783,29,33,27,4,52,41,14,7,16
802,S01000780,34,58,30,9,65,84,32,38,17
803,S01000792,22,26,29,9,75,75,15,5,12
804,S01000799,29,23,17,5,68,48,16,2,8
805,S01000797,12,30,17,8,37,58,18,26,12
806,S01000798,40,31,25,14,28,46,16,18,14
807,S01000790,14,29,33,0,61,70,12,3,7
808,S01000788,39,39,23,7,51,81,23,9,9
809,S01000786,62,62,40,11,78,54,28,9,17
810,S01000779,28,39,23,12,45,97,12,43,10
811,S01000796,31,24,32,11,54,49,22,1,12
812,S01000773,78,29,70,17,64,76,34,16,24
813,S01000772,92,36,43,10,65,50,11,6,9
814,S01000781,45,16,49,4,89,90,25,7,16
815,S01000784,17,12,29,4,82,94,35,7,13
816,S01000782,15,10,24,4,57,92,26,5,12
817,S01000777,0,9,0,4,23,98,1,19,10
818,S01000774,0,20,0,5,39,94,5,24,7
819,S01000776,15,8,19,3,56,76,31,2,8
820,S01000778,20,18,31,2,52,51,18,5,8
821,S01000775,91,21,32,6,50,48,24,5,10
822,S01000769,110,192,30,14,90,55,10,40,21
823,S01000768,99,139,27,21,74,47,14,25,21
824,S01000771,70,67,39,7,83,87,26,8,20
825,S01000770,21,44,13,9,22,46,24,41,16
826,S01000767,41,105,11,11,25,40,16,45,11
827,S01000766,74,50,40,6,58,62,25,10,10
828,S01000764,38,24,28,5,66,67,28,7,17
829,S01000762,32,19,36,7,52,70,26,7,11
830,S01000765,6,6,6,0,40,123,13,5,9
831,S01000758,41,40,46,10,88,101,38,10,14
832,S01000751,50,26,45,9,56,79,22,4,10
833,S01000753,27,30,22,15,45,61,27,16,15
834,S01000855,33,74,15,6,64,88,30,10,10
835,S01000868,43,53,26,12,45,52,23,40,12
836,S01000867,102,94,22,7,66,47,15,28,16
837,S01000864,44,26,29,6,48,72,22,13,12
838,S01000858,17,39,5,4,52,97,28,15,9
839,S01000866,49,40,32,18,56,89,35,43,16
840,S01000869,9,34,4,10,32,61,15,44,7
841,S01000873,49,40,19,15,74,99,43,29,15
842,S01000870,17,35,8,17,33,82,25,59,20
843,S01000880,31,32,40,7,81,72,38,7,8
844,S01000894,43,33,15,7,67,50,28,13,4
845,S01000884,34,44,16,7,55,41,18,9,14
846,S01000859,41,54,24,15,85,75,39,16,11
847,S01000875,54,53,26,18,62,54,21,29,13
848,S01000863,48,51,20,11,44,56,12,28,9
849,S01000887,27,40,31,10,62,90,20,21,9
850,S01000888,57,78,29,12,50,58,23,27,8
851,S01000881,35,43,29,8,71,54,28,41,7
852,S01000882,105,86,39,12,89,72,28,18,16
853,S01000883,49,87,20,15,66,90,21,39,11
854,S01000878,18,12,18,9,41,70,20,8,12
855,S01000871,33,39,31,8,97,77,27,21,11
856,S01000872,43,33,29,7,72,55,22,10,9
857,S01000895,42,67,33,9,97,102,34,17,12
858,S01000874,23,46,7,12,43,51,13,25,12
859,S01000876,46,73,17,12,60,63,17,28,12
860,S01000877,60,91,18,10,55,56,14,40,18
861,S01000890,67,83,25,10,74,60,24,32,13
862,S01000889,55,51,29,12,80,64,33,20,8
863,S01000886,55,26,35,6,58,71,24,17,13
864,S01000885,12,11,22,3,48,66,21,1,8
865,S01000891,81,36,48,10,73,78,23,20,13
866,S01000879,93,41,39,10,66,86,23,22,15
867,S01000892,19,8,19,5,50,76,13,7,6
868,S01000893,25,25,26,2,57,96,19,19,5
869,S01000896,18,14,21,3,54,49,18,4,9
870,S01000842,33,30,37,8,103,78,33,7,9
871,S01000834,66,77,28,14,73,78,28,32,20
872,S01000835,66,61,16,9,42,56,22,34,13
873,S01000838,36,37,19,10,66,77,17,20,13
874,S01000833,27,25,11,11,31,62,14,16,12
875,S01000856,17,22,11,5,35,49,31,20,14
876,S01000854,49,77,24,9,71,79,26,58,10
877,S01000860,56,72,33,24,58,61,24,63,15
878,S01000865,60,84,37,12,52,47,15,34,10
879,S01000862,16,20,34,4,50,63,21,8,8
880,S01000861,64,18,37,4,65,66,17,7,10
881,S01000852,53,52,26,8,48,61,28,16,8
882,S01000846,62,123,18,22,34,50,13,49,15
883,S01000844,38,67,20,11,45,60,18,26,19
884,S01000841,27,54,12,22,45,78,25,70,20
885,S01000840,41,78,25,16,43,59,20,44,14
886,S01000836,43,114,12,11,48,65,11,75,17
887,S01000837,58,226,16,14,86,34,15,33,16
888,S01000847,106,107,41,17,87,78,20,33,6
889,S01000851,14,67,12,3,91,81,17,5,9
890,S01000857,24,35,15,4,47,67,21,20,10
891,S01000850,80,63,28,18,42,43,9,25,19
892,S01000849,37,20,19,15,32,67,16,14,4
893,S01000853,62,32,23,9,35,45,24,20,8
894,S01000848,61,31,62,14,65,52,22,9,10
895,S01000845,41,42,14,7,49,53,19,11,9
896,S01000843,100,55,26,5,60,83,21,15,11
897,S01000839,46,97,24,13,72,107,21,36,13
898,S01000943,68,28,71,7,86,68,23,11,18
899,S01000948,24,25,37,4,73,69,26,8,16
900,S01000941,64,34,34,7,48,37,16,8,18
901,S01000938,52,35,25,20,50,74,35,23,21
902,S01000937,53,72,18,3,41,56,7,23,11
903,S01000929,29,40,16,12,29,46,6,38,11
904,S01000930,33,82,19,24,37,60,16,71,29
905,S01000934,138,156,32,7,77,50,21,29,39
906,S01000933,98,76,42,12,76,72,19,13,15
907,S01000936,99,23,64,27,75,65,26,18,21
908,S01000927,47,46,42,14,85,79,33,35,20
909,S01000926,17,42,16,14,48,53,18,30,7
910,S01000923,29,29,29,10,71,81,26,22,8
911,S01000924,46,71,21,11,62,88,24,40,14
912,S01000921,42,24,37,10,65,63,21,14,18
913,S01000983,34,22,27,9,54,43,18,9,17
914,S01000915,59,59,46,11,94,77,26,9,21
915,S01000947,57,42,50,13,77,52,20,12,13
916,S01000980,51,46,37,8,71,63,22,12,17
917,S01000910,26,29,26,12,66,102,24,17,22
918,S01000901,42,44,42,8,66,62,11,17,11
919,S01000897,57,43,37,5,72,66,14,5,11
920,S01000916,79,47,41,14,96,88,25,14,28
921,S01000917,38,47,41,12,54,54,22,12,14
922,S01000900,31,31,29,9,68,58,14,6,25
923,S01000954,56,26,44,8,87,82,28,20,9
924,S01000985,64,31,20,14,41,67,21,20,13
925,S01000912,46,40,44,10,59,61,32,9,18
926,S01000932,81,62,28,14,86,79,18,34,16
927,S01000919,59,37,41,11,50,47,16,17,13
928,S01000904,55,49,21,10,71,58,23,5,19
929,S01000903,81,73,58,13,89,80,20,10,20
930,S01000899,78,41,32,14,68,80,24,22,18
931,S01000898,50,24,27,6,46,52,20,11,10
932,S01000951,56,51,40,11,51,53,18,17,22
933,S01000960,66,41,30,5,50,38,12,7,14
934,S01001016,68,41,52,11,78,84,30,12,22
935,S01000928,84,52,56,16,90,83,29,23,11
936,S01000950,71,32,70,16,58,56,29,7,10
937,S01000913,68,49,53,8,54,62,12,17,13
938,S01000957,42,27,28,6,52,41,12,9,14
939,S01000909,43,52,36,11,91,89,27,11,22
940,S01000906,47,19,32,11,42,42,29,9,2
941,S01000907,128,71,48,18,56,53,21,23,15
942,S01000902,94,36,58,7,84,91,32,9,18
943,S01000908,79,62,38,11,71,60,26,16,6
944,S01000911,80,43,74,9,94,76,29,12,17
945,S01000905,41,37,38,6,73,59,20,6,13
946,S01000920,24,34,24,6,44,48,14,10,10
947,S01000942,89,58,40,8,71,86,24,19,13
948,S01000946,52,32,43,12,50,58,28,26,18
949,S01000944,84,46,54,9,68,63,23,9,18
950,S01000952,80,67,55,10,57,76,20,28,11
951,S01000922,39,34,39,10,73,68,33,17,7
952,S01000964,52,35,53,7,86,78,27,8,12
953,S01000945,76,50,41,4,54,63,26,14,17
954,S01000949,56,15,72,3,61,41,18,2,14
955,S01000940,88,36,38,7,69,60,34,16,19
956,S01000939,106,36,45,8,54,48,26,15,23
957,S01000931,49,53,13,8,52,73,18,23,14
958,S01000935,73,79,38,13,53,82,21,19,24
959,S01000925,48,36,38,11,74,89,32,38,15
960,S01000914,93,32,96,6,90,49,19,8,26
961,S01000979,33,38,29,8,59,54,19,15,16
962,S01000988,17,18,15,4,43,52,24,0,10
963,S01001001,22,26,12,8,66,48,17,11,12
964,S01000984,46,25,43,10,60,50,20,5,17
965,S01001044,96,47,73,14,80,83,30,19,11
966,S01001068,43,51,58,13,78,62,30,12,24
967,S01001088,71,63,28,15,72,93,33,27,24
968,S01001086,55,38,25,9,54,56,38,19,15
969,S01001087,44,30,23,13,39,38,29,9,9
970,S01001083,57,36,40,10,62,80,26,17,12
971,S01001089,83,58,42,8,86,81,28,11,15
972,S01001085,60,37,39,14,57,91,32,15,15
973,S01001079,20,33,21,2,44,53,16,3,5
974,S01001077,103,48,50,15,62,62,16,11,13
975,S01001075,107,33,69,21,75,67,31,18,23
976,S01001073,71,34,43,15,105,86,26,19,20
977,S01001076,47,47,29,6,77,78,24,14,12
978,S01001070,82,48,53,10,81,59,22,16,13
979,S01001066,52,22,26,11,73,67,24,8,16
980,S01001071,32,21,31,9,67,57,21,7,8
981,S01001069,39,39,31,7,83,79,35,16,20
982,S01001062,22,18,14,6,57,65,9,8,9
983,S01001057,33,22,35,6,62,65,18,7,14
984,S01001046,53,14,25,9,36,45,16,10,9
985,S01001041,22,22,16,6,57,64,25,2,11
986,S01001039,20,20,32,3,65,51,16,7,13
987,S01001024,37,39,33,9,66,85,17,24,17
988,S01001031,41,38,45,22,85,65,43,40,16
989,S01001029,40,57,24,11,41,66,21,46,13
990,S01001037,96,93,41,18,70,61,22,31,13
991,S01001034,62,80,17,22,40,76,18,92,21
992,S01001027,95,37,75,13,73,64,48,15,14
993,S01001032,62,82,26,9,38,57,21,40,16
994,S01001036,38,46,16,8,33,52,9,34,6
995,S01001033,24,15,12,19,24,65,25,38,19
996,S01001028,43,38,24,17,49,69,24,34,20
997,S01001035,27,9,15,7,27,52,19,27,15
998,S01001019,63,106,26,22,63,66,17,65,27
999,S01001020,44,36,27,13,26,40,14,23,15
1000,S01001013,68,73,38,6,55,63,17,12,29
1001,S01001017,71,38,31,15,59,62,18,54,14
1002,S01001005,56,26,51,12,61,100,21,7,18
1003,S01000993,32,32,36,12,67,87,42,14,16
1004,S01001008,67,109,24,7,70,56,7,21,24
1005,S01001004,73,19,57,6,63,67,13,5,15
1006,S01001000,50,40,25,8,39,45,14,12,16
1007,S01000998,44,67,13,11,42,43,23,17,26
1008,S01000992,68,39,53,15,79,72,28,10,19
1009,S01000990,43,47,34,14,66,69,24,15,25
1010,S01000968,56,42,60,13,87,82,31,7,21
1011,S01000918,41,32,42,6,50,53,22,21,8
1012,S01000975,25,27,20,7,49,76,20,8,13
1013,S01000987,29,23,21,7,61,58,29,9,13
1014,S01001025,73,61,62,6,98,80,31,11,21
1015,S01000996,126,98,35,8,89,73,19,14,12
1016,S01001002,17,72,7,4,63,84,10,22,12
1017,S01000999,26,30,10,5,61,89,26,13,9
1018,S01000995,14,22,13,7,79,120,29,7,4
1019,S01000997,41,37,50,6,79,118,31,11,11
1020,S01001003,34,42,37,6,87,105,31,15,10
1021,S01001009,45,79,28,1,58,56,11,10,12
1022,S01001006,35,23,20,7,64,102,23,11,11
1023,S01001012,42,21,31,4,61,105,37,10,4
1024,S01001007,63,50,25,21,63,48,29,42,17
1025,S01001015,62,71,20,8,52,37,8,19,16
1026,S01001010,125,136,24,9,65,39,14,27,24
1027,S01001014,48,186,11,15,49,41,11,32,46
1028,S01001022,69,67,27,8,59,58,11,12,45
1029,S01001030,57,21,44,11,86,60,28,1,17
1030,S01001021,83,96,42,13,72,82,21,23,10
1031,S01001018,85,104,32,15,65,47,18,17,31
1032,S01001052,25,28,20,10,42,57,14,22,11
1033,S01001051,73,21,34,12,47,68,18,16,13
1034,S01001049,57,30,35,15,35,61,21,16,17
1035,S01001048,26,26,31,2,77,57,24,8,9
1036,S01001045,32,23,48,7,67,75,19,10,7
1037,S01001038,26,36,32,5,97,101,19,11,7
1038,S01001043,13,32,26,3,56,101,16,13,6
1039,S01001042,26,56,19,2,108,111,13,16,13
1040,S01001040,37,16,28,11,62,53,21,8,10
1041,S01000989,25,38,36,6,69,92,35,9,12
1042,S01001023,44,47,38,18,98,87,39,8,21
1043,S01001053,60,41,41,7,66,70,31,16,12
1044,S01001060,67,24,22,14,64,75,31,13,14
1045,S01001063,39,26,49,6,74,81,29,8,12
1046,S01001072,35,46,23,6,72,70,29,9,13
1047,S01001047,71,17,53,7,66,53,23,3,11
1048,S01001054,33,34,36,16,62,68,38,11,19
1049,S01001055,91,50,54,15,58,50,20,14,21
1050,S01001056,66,55,38,17,56,56,27,15,15
1051,S01001058,88,71,37,13,59,65,20,12,10
1052,S01001059,13,26,7,9,24,81,19,37,8
1053,S01001078,34,47,33,18,73,70,24,23,19
1054,S01001084,72,27,44,11,85,99,25,17,10
1055,S01001080,43,21,31,10,53,55,23,14,21
1056,S01001082,146,59,62,11,67,64,17,18,12
1057,S01001081,31,41,28,10,60,35,17,24,10
1058,S01001074,21,32,31,6,55,52,15,4,3
1059,S01001064,72,78,39,9,65,62,24,12,12
1060,S01001065,92,54,37,12,60,63,30,14,4
1061,S01001061,58,48,19,11,74,68,30,15,14
1062,S01001050,59,48,53,16,79,89,29,13,19
1063,S01001011,17,17,28,7,52,54,24,9,16
1064,S01000986,33,22,20,5,44,48,16,9,6
1065,S01001026,59,32,27,8,72,80,35,10,17
1066,S01000994,65,66,36,20,93,83,32,17,12
1067,S01001067,22,38,25,8,80,74,28,15,14
1068,S01000991,19,17,15,7,43,53,16,7,10
1069,S01000976,36,31,23,6,42,48,15,9,5
1070,S01000978,55,25,37,7,76,65,25,19,13
1071,S01000956,62,70,32,12,57,77,29,37,13
1072,S01000962,55,73,18,11,37,42,21,15,11
1073,S01000969,129,90,49,18,71,47,21,21,20
1074,S01000961,85,44,44,9,70,77,31,12,13
1075,S01000967,75,54,22,10,44,36,20,10,13
1076,S01000973,39,33,25,9,38,61,21,21,5
1077,S01000974,40,17,51,9,62,97,31,6,14
1078,S01000982,31,27,15,7,56,52,26,5,8
1079,S01000966,63,74,46,26,85,90,31,38,18
1080,S01000965,23,45,6,14,42,55,16,46,18
1081,S01000971,30,46,21,8,46,80,18,37,10
1082,S01000953,49,17,67,7,90,91,31,7,16
1083,S01000959,33,35,21,3,63,80,24,12,10
1084,S01000958,71,52,26,12,58,65,43,28,11
1085,S01000955,21,16,19,6,53,53,22,10,10
1086,S01000981,20,21,37,10,47,64,24,6,15
1087,S01000977,52,24,34,17,66,64,25,10,21
1088,S01000970,90,56,40,15,60,58,25,13,18
